code_activity,name_activity,description,ar_name_activity,ar_description,category_code,category_name_fr,category_name_ar,subcategory_code,subcategory_name_fr,subcategory_name_ar,subfield,field
060804,Inspecteur des appareils sous pression (APVG),,مفتش الأجهزة تحت الضغط (APVG),,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060800,Contrôle de conformité technique d’équipements et installations,مراقبة المطابقة التقنية للتجهيزات والتركيبات,50,6
060803,Inspecteur des appareils électriques (APE),,مفتش الأجهزة الكهربائية (APE),,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060800,Contrôle de conformité technique d’équipements et installations,مراقبة المطابقة التقنية للتجهيزات والتركيبات,50,6
060802,Inspecteur des appareils de levage et de manutention (APL),,مفتش أجهزة الرفع والشحن والتفريغ (APL),,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060800,Contrôle de conformité technique d’équipements et installations,مراقبة المطابقة التقنية للتجهيزات والتركيبات,50,6
060801,Inspecteur de contrôle non destructif -CND,,مفتش المراقبة غير التدميرية CND,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060800,Contrôle de conformité technique d’équipements et installations,مراقبة المطابقة التقنية للتجهيزات والتركيبات,50,6
060705,"Superviseur hygiène, sécurité et environnement en industrie",,مدير النظافة، السلامة والبيئة في الصناعة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060700,Hygiène Sécurité Environnement-HSEindustriels,النظافة ،السلامة و المحيط الصناعي,49,6
060704,"Préventeur hygiène, sécurité et environnement en industrie",,مكلف بالوقاية في النظافة، السلامة والبيئة في الصناعة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060700,Hygiène Sécurité Environnement-HSEindustriels,النظافة ،السلامة و المحيط الصناعي,49,6
060703,"Ingénieur hygiène, sécurité et environnement en industrie",,مهندس النظافة، السلامة والبيئة في الصناعة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060700,Hygiène Sécurité Environnement-HSEindustriels,النظافة ،السلامة و المحيط الصناعي,49,6
060702,"Coordinateur hygiène, sécurité et environnement en industrie",,منسق النظافة، السلامة والبيئة في الصناعة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060700,Hygiène Sécurité Environnement-HSEindustriels,النظافة ،السلامة و المحيط الصناعي,49,6
060701,"Animateur hygiène, sécurité et environnement en industrie",,منشط النظافة، السلامة والبيئة في الصناعة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060700,Hygiène Sécurité Environnement-HSEindustriels,النظافة ،السلامة و المحيط الصناعي,49,6
060604,Designer textiles,,مصمم المواد النسيجية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060600,Design industriel,التصميم الصناعي,48,6
060603,Designer packaging,,مصمم الأغلفة وعلب التعبئة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060600,Design industriel,التصميم الصناعي,48,6
060602,Designer mobilier,,مصمم أثاث,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060600,Design industriel,التصميم الصناعي,48,6
060601,Designer produit,,مصمم منتوجات,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060600,Design industriel,التصميم الصناعي,48,6
060516,Maquettiste en conception industrielle,,مصمم مجسمات في التصميم الصناعي,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060515,Dessinateur-projeteur en tuyauterie industrielle,,رسام الاسقاط في الأنابيب الصناعية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060514,Dessinateur-projeteur en construction métallique,,رسام الاسقاط في البناءات المعدنية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060513,Dessinateur-projeteur en construction mécanique,,رسام الاسقاط في البناءات الميكانيكية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060512,Dessinateur petites études en mécanique,,رسام دراسات صغيرة في الميكانيك,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060511,Dessinateur en tuyauterie industrielle,,رسام أنابيب صناعية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060510,Dessinateur en outillage,,رسام أدوات,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060509,Dessinateur en construction mécanique,,رسام في البناءات الميكانيكية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060508,Dessinateur en chaudronnerie,,رسام في الصناعة المعدنية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060507,Dessinateur en charpente métallique,,رسام في الهياكل المعدنية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060506,Dessinateur d'exécution en mécanique,,رسام تنفيذي في الميكانيك,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060505,Dessinateur d'exécution en construction mécanique,,رسام تنفيذي في البناءات الميكانيكية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060504,Dessinateur d'études en mécanique,,رسام الدراسات في الميكانيك,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060503,Dessinateur d'études en construction mécanique,,رسام دراسات في البناءات الميكانيكية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060502,Concepteur de produits industriels mécaniques,,مصمم منتجات صناعية ميكانيكية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060501,Calculateur études en mécanique,,مكلف بالحسابات الدراسات في الميكانيك,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060500,Conception et dessin produits mécaniques,تصميم ورسم المنتوجات الميكانيكية,47,6
060410,Technicien supérieur études en électronique,,تقني سامي في الدراسات الإلكترونية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060400,Conception de produits électriques et électroniques,تصميم المنتجات الكهربائية والإلكترونية,46,6
060409,Technicien supérieur études en électricité,,تقني سامي في الدراسات الكهربائية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060400,Conception de produits électriques et électroniques,تصميم المنتجات الكهربائية والإلكترونية,46,6
060408,Responsable de bureau d'études techniques électriques et électroniques,,مسؤول مكتب دراسات تقنية كهربائية في الإلكترونيك,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060400,Conception de produits électriques et électroniques,تصميم المنتجات الكهربائية والإلكترونية,46,6
060407,Ingénieur technique électrique et électronique,,مهندس تقني كهربائي وإلكتروني,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060400,Conception de produits électriques et électroniques,تصميم المنتجات الكهربائية والإلكترونية,46,6
060406,Ingénieur projet d'études électrique et électronique,,مهندس مشروع دراسة كهربائية وإلكترونية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060400,Conception de produits électriques et électroniques,تصميم المنتجات الكهربائية والإلكترونية,46,6
060405,Dessinateur d'exécution en électricité,,رسام تنفيذي في الكهرباء,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060400,Conception de produits électriques et électroniques,تصميم المنتجات الكهربائية والإلكترونية,46,6
060404,Dessinateur d'études en électricité,,رسام دراسات كهربائية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060400,Conception de produits électriques et électroniques,تصميم المنتجات الكهربائية والإلكترونية,46,6
060403,Dessinateur de schémas électriques,,رسام مخططات كهربائية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060400,Conception de produits électriques et électroniques,تصميم المنتجات الكهربائية والإلكترونية,46,6
060402,Concepteurréalisateur de produits électriques,,مصمم – منجز منتجات كهربائية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060400,Conception de produits électriques et électroniques,تصميم المنتجات الكهربائية والإلكترونية,46,6
060401,Chef de projet de produits électriques et électroniques,,رئيس مشروع منتجات كهربائية وإلكترونية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060400,Conception de produits électriques et électroniques,تصميم المنتجات الكهربائية والإلكترونية,46,6
060322,Technicien galéniste,,تقني في صناعة الصيغ الصيدلانية للأدوية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060321,Technicien en recherche-développement en industrie,,تقني في البحوث والتطوير في الصناعة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060320,Technicien en recherche scientifique,,تقني في البحث العلمي,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060319,Technicien d'études et recherche en électronique,,تقني في دراسات وبحوث الإلكترونيات,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060318,Technicien d'études en recherche et développement en industrie,,تقني في دراسات البحوث والتطوير في الصناعة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060317,Technicien d'études en informatique industrielle,,تقني في الإعلام الآلي الصناعي,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060316,Technicien de recherche et développement en robotique,,تقني في البحوث وتطوير الصناعات الروبوتية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060315,Technicien de recherche et développement en métallurgie,,تقني في البحوث وتطوير الصناعة المعدنية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060314,Technicien de bureau d'études techniques BETen développement industriel,,تقني في مكتب الدراسات التقنية في التطوير الصناعي,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060313,Technicien biologiste en recherche-développement,,تقني بيولوجي في البحث والتطوير,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060312,Technicien chimiste en recherche-développement,,تقني كيميائي في البحث والتطوير,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060311,Rédacteur technique,,كاتب تقني,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060310,Ingénieur chimiste en industrie,,مهندس كيميائي في الصناعة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060309,Galéniste en industrie pharmaceutique,,متخصص في الصيغ الصيدلانية في صناعة الأدوية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060308,Directeur d'études recherche et développement en industrie,,مدير الدراسات والبحوث والتطوير في الصناعة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060307,Directeur d'études et recherche en galénique,,مدير الدراسات والبحوث في الصيغ الصيدلانية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060306,Développeur de système électrique,,مطوِّر لأنظمة كهربائية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060305,Chef de projet recherche et développement en industrie,,رئيس مشروع البحث والتطوير في الصناعة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060304,Chargé d'études et développement en industrie pharmaceutique,,مكلف بدراسات وتطوير في صناعة الأدوية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060303,Chargé d'études projets industriels,,مكلف بدراسات مشاريع صناعية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060302,"Bio-informaticien en études, recherche et développement",,معلوماتي حيوي في الدراسات والبحث والتطوير,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060301,Automaticien d'études et développement en industrie,,مهندس دراسات وتطوير في الصناعة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060300,Etudes recherche et développement en industrie,التأطير في الدراسات، البحوث والتطوير الصناعي,45,6
060205,Représentant technique utilisateur,,ممثل تقني للزبون المستخدم,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060200,Assistance et support technique client,المساعدة والدعم التقني للزبون,44,6
060204,Ingénieur assistance technique en maintenance,,مهندس تقني في الصيانة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060200,Assistance et support technique client,المساعدة والدعم التقني للزبون,44,6
060203,Ingénieur assistance technique,,مهندس الدعم التقني,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060200,Assistance et support technique client,المساعدة والدعم التقني للزبون,44,6
060202,Ingénieur assistance technique service client,,مهندس خدمة الزبائن,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060200,Assistance et support technique client,المساعدة والدعم التقني للزبون,44,6
060201,Chef de cellule assistance technique,,رئيس الخلية التقنية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060200,Assistance et support technique client,المساعدة والدعم التقني للزبون,44,6
060105,Responsable de gestion des contrats marchés,,مسؤول تسيير عقود الصفقات,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060100,Management et ingénierie d'affaires,إدارة وهندسة الأعمال,43,6
060104,Responsable d'affaires en industrie,,مسؤول الأعمال في الصناعة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060100,Management et ingénierie d'affaires,إدارة وهندسة الأعمال,43,6
060103,Ingénieur technico-commercial affaires industrielles,,مهندس تقني تجاري في الأعمال الصناعية,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060100,Management et ingénierie d'affaires,إدارة وهندسة الأعمال,43,6
060102,Chargé d'affaires et partenariat,,مكلف بالأعمال والشراكة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060100,Management et ingénierie d'affaires,إدارة وهندسة الأعمال,43,6
060101,Chargé d'affaires en industrie,,مكلف بالأعمال في الصناعة,,060000,Services aux entreprises,الخدمات الموجهة للمؤسسات,060100,Management et ingénierie d'affaires,إدارة وهندسة الأعمال,43,6
050207,Concepteur rédacteur multimédia,,مصمم وكاتب الوسائط المتعددة,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050200,Conception de contenus multimédias,تصميم محتوى الوسائط المتعددة,42,5
050206,Concepteur réalisateur multimédia,,مصمم ومخرج الوسائط المتعددة,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050200,Conception de contenus multimédias,تصميم محتوى الوسائط المتعددة,42,5
050205,Concepteur réalisateur communication,,مصمم ومخرج في الوسائط المتعددة,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050200,Conception de contenus multimédias,تصميم محتوى الوسائط المتعددة,42,5
050204,Concepteur multimédia,,مصمم الوسائط المتعددة,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050200,Conception de contenus multimédias,تصميم محتوى الوسائط المتعددة,42,5
050203,Concepteur en publicité,,مصمم الإعلانات,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050200,Conception de contenus multimédias,تصميم محتوى الوسائط المتعددة,42,5
050202,Concepteur de jeux vidéo,,مصمم ألعاب الفيديو,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050200,Conception de contenus multimédias,تصميم محتوى الوسائط المتعددة,42,5
050201,Chef de groupe de création multimédia,,رئيس فريق الاعداد في وسائل الإعلام,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050200,Conception de contenus multimédias,تصميم محتوى الوسائط المتعددة,42,5
050107,Organisateur de soirées,,منظم السهرات ,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050100,Organisation événementielle,تنظيم التظاهرات,41,5
050106,Organisateur de réceptions,,منظم حفلات الاستقبال,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050100,Organisation événementielle,تنظيم التظاهرات,41,5
050105,Organisateur de séminaires,,منظم الملتقيات,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050100,Organisation événementielle,تنظيم التظاهرات,41,5
050104,Organisateur de mariages ,,منظم حفلات الزفاف ,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050100,Organisation événementielle,تنظيم التظاهرات,41,5
050103,Conseiller en organisation événementielle,,مستشار في تنظيم التظاهرات,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050100,Organisation événementielle,تنظيم التظاهرات,41,5
050102,Chef de projet événementiel,,رئيس مشروع في تنظيم التظاهرات,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050100,Organisation événementielle,تنظيم التظاهرات,41,5
050101,Assistant commercial d'événementiel,,مساعد تجاري في تنظيم التظاهرات,,050000,Services de loisirs et de récréation,خدمات الترفيه والتسلية,050100,Organisation événementielle,تنظيم التظاهرات,41,5
040218,Technicien produits électroménager brun,,تقني منتوجات أجهزة كهربائية منزلية داكنة,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040217,Technicien produits électroménager blanc,,تقني منتوجات أجهزة كهربائية منزلية بيضاء,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040216,"Technicien en télévision, hi-fi",,تقني في التلفزيون وأجهزة الصوت عالية الوضوح,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040215,Technicien en électroménager,,تقني في الأجهزة الكهرومنزلية,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040214,Technicien dépanneur petits électroménagers,,تقني مصلح أجهزة كهربائية منزلية صغيرة,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040213,Technicien dépanneur gros électroménagers,,تقني مصلح أجهزة كهربائية منزلية كبيرة,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040212,Technicien de maintenance en appareils électroménagers,,تقني في الصيانة للأجهزة الكهربائية المنزلية,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040211,Responsable service après-vente-SAVen électroménager,,مسؤول مصلحة ما بعد البيع في أجهزة كهربائية منزلية,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040210,"Réparateur en télévision, hi-fi",,فني صيانة تلفزيون وأجهزة صوت عالية الوضوح,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040209,Réparateur en électroménager,,فني صيانة أجهزة كهربائية منزلية,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040208,Réparateur de matériels photographiques,,مصلح معدات التصوير الفوتوغرافي,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040207,Réparateur de machines à coudre,,مصلح آلات الخياطة,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040206,Réparateur d'appareils photographiques,,مصلح أجهزة تصوير فوتوغرافي,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040205,"Dépanneur en télévision, hi-fi",,مصلح تلفزيون وأجهزة صوت عالية الوضوح,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040204,Dépanneur en électroménager,,مصلح في مجال الأجهزة الكهربائية المنزلية,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040203,Dépanneur d'équipements électroménager brun,,مصلح أجهزة كهربائية منزلية داكنة,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040202,Dépanneur d'équipements électroménager blanc,,مصلح أجهزة كهربائية منزلية بيضاء,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040201,Dépanneur d'appareils électroménagers,,مصلح أجهزة كهربائية منزلية,,040000,Prestations à domicile,الخدمات المنزلية,040200,Réparation d’appareils électrodomestiques,تصليح الأجهزة الكهرو منزلية,40,4
040122,Technicien support en systèmes téléinformatiques,,تقني دعم في مجال أنظمة الاتصالات عن بُعد,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040121,Technicien support en bureautique,,تقني دعم في مجال التكنولوجيا المكتبية,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040120,Technicien en téléassistance en informatique,,تقني في تقديم الدعم عن بُعد في مجال تكنولوجيا المعلومات,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040119,Technicien en réseau local informatique,,تقني في شبكات الحوسبة المحلية,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040118,Technicien de service après-vente-SAVen bureautique,,تقني خدمة ما بعد البيع (SAV) في مجال التكنولوجيا المكتبية,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040117,Technicien de maintenance en matériels informatiques,,تقني صيانة في مجال تكنولوجيا المعدات المعلوماتية,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040116,Technicien de maintenance en matériel de bureau,,تقني صيانة في مجال تكنولوجيا معدات المكتب,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040115,Technicien de maintenance en informatique,,تقني صيانة في مجال تكنولوجيا المعلومات,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040114,Technicien de maintenance en bureautique,,تقني صيانة في مجال التكنولوجيا المكتبية,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040113,Technicien de maintenance de systèmes informatiques,,تقني صيانة أنظمة المعلومات,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040112,Technicien de maintenance de réseaux télématiques,,تقني صيانة الشبكات التليماتيكية,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040111,Technicien de maintenance de réseaux informatiques,,تقني صيانة الشبكات المعلوماتية,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040110,Support aux utilisateurs en informatique,,دعم لمستخدمي تكنولوجيا المعلومات,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040109,Superviseur help desk en informatique,,مشرف في المساعدة المعلوماتية,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040108,Responsable micro-informatique,,مسؤول الإعلام الآلي,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040107,Responsable centre d'appels en maintenance informatique,,مسؤول مركز الاتصال في الصيانة المعلوماتية,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040106,Agent de maintenance sur télécopieurs,,عون صيانة معدات النسخ,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040105,Agent de maintenance sur systèmes d'impression et de reprographie,,عون صيانة أنظمة الطبع والنسخ,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040104,Agent de maintenance en informatique,,عون صيانة أنظمة المعلومات,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040103,Agent de maintenance en bureautique,,عون الصيانة المكتبية,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
040102,Agent de maintenance de matériels de reprographie,,عون صيانة معدات الطبع,,040000,Prestations à domicile,الخدمات المنزلية,040100,Maintenance informatique et bureautique,صيانة أجهزة الإعلام الآلي والمكتبية,39,4
